task,task_normalized,soc_code_2010,title,title_normalized,task_type,n_responding,domain_source,n_occurrences,pct_weighted,pct_normalized,major_occ_category,broad_counts,h_med_nat_2024,a_med_nat_2024,h_med_ut_2024,a_med_ut_2024,emp_tot_nat_2024,emp_tot_ut_2024,h_med_nat_nominal_2015,a_med_nat_nominal_2015,h_med_nat_real_2015,a_med_nat_real_2015,h_med_ut_nominal_2015,a_med_ut_nominal_2015,h_med_ut_real_2015,a_med_ut_real_2015,emp_tot_nat_2015,emp_tot_ut_2015,emp_pct_nat_2024,emp_pct_ut_2024,emp_pct_nat_2015,emp_pct_ut_2015,freq_mean_2025,importance_2025,relevance_2025,imputed_rating_mean_2025,freq_mean_2015,importance_2015,relevance_2015,imputed_rating_mean_2015
Compile lists describing product or service offerings.,compile lists describing product or service offerings,11-2021.00,Marketing Managers,marketing managers,Core,116.0,Incumbent,1.0,0.0012920084432751565,0.0016731343767417326,Management Occupations,2.0,77.42,161030.0,65.0,135190.0,384980.0,6560.0,61.9,128750.0,84.184,175100.0,52.68,109570.0,71.6448,149015.2,192890.0,1670.0,0.24968321013042702,0.3136534893950695,0.1398801102216689,0.08867366498345997,0.5431592307692308,3.7,84.1,False,0.5431592307692308,3.7,84.1,False
Review operational records and reports to project sales and determine profitability.,review operational records and reports to project sales and determine profitability,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0015342600263892731,0.001986847072380839,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.5340815384615385,3.95,95.65,False,0.523786923076923,3.76,100.0,False
Determine price schedules and discount rates.,determine price schedules and discount rates,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.004037526385234932,0.005228544927318003,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.4409696153846153,3.61,100.0,False,1.0398634615384614,3.8,100.0,False
Resolve customer complaints regarding sales and service.,resolve customer complaints regarding sales and service,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.009770813852268521,0.012653078724109548,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.6126284615384615,4.09,100.0,False,0.7746153846153847,4.45,95.24,False
Prepare budgets and approve budget expenditures.,prepare budgets and approve budget expenditures,11-2022.00,Sales Managers,sales managers,Core,21.0,Occupational Expert,1.0,0.0012920084432751565,0.0016731343767417326,Management Occupations,2.0,66.38,138060.0,62.71,130430.0,603710.0,8660.0,54.74,113860.0,74.44640000000001,154849.6,46.37,96440.0,63.0632,131158.40000000002,364750.0,3080.0,0.39154306921876486,0.4140608564270278,0.2645096697773536,0.16354184919105194,0.2694615384615384,3.59,100.0,False,0.07653846153846154,3.4,95.24,False
Evaluate advertising and promotion programs for compatibility with public relations efforts.,evaluate advertising and promotion programs for compatibility with public relations efforts,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.003472272691301968,0.0044965486374933875,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,0.8265284615384615,3.76,92.57,False
"Establish and maintain effective working relationships with clients, government officials, and media representatives and use these relationships to develop new business opportunities.",establish and maintain effective working relationships with clients government officials and media representatives and use these relationships to develop new business opportunities,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,102.0,Incumbent,1.0,0.0020995137203221586,0.0027188433622053537,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,2.547312692307692,4.39,96.49,False
"Identify main client groups and audiences, determine the best way to communicate publicity information to them, and develop and implement a communication plan.",identify main client groups and audiences determine the best way to communicate publicity information to them and develop and implement a communication plan,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.0019380126649126955,0.002509701565112548,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,1.7762684615384616,4.24,89.37,False
Draft speeches for company executives and arrange interviews and other forms of contact for them.,draft speeches for company executives and arrange interviews and other forms of contact for them,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.005733287467033591,0.0074245337967915465,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,0.5544096153846154,3.82,92.92,False
Respond to requests for information about employers' activities or status.,respond to requests for information about employers activities or status,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.002180264248026812,0.002823414260751655,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,1.597005769230769,3.96,87.57,False
"Develop and maintain the company's corporate image and identity, which includes the use of logos and signage.",develop and maintain the companys corporate image and identity which includes the use of logos and signage,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.05281084511887289,0.06838936764931945,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,1.308296153846154,4.06,88.87,False
"Write interesting and effective press releases, prepare information for media kits, and develop and maintain company internet or intranet web pages.",write interesting and effective press releases prepare information for media kits and develop and maintain company internet or intranet web pages,11-2031.00,Public Relations and Fundraising Managers,public relations and fundraising managers,Core,103.0,Incumbent,1.0,0.045704798680859415,0.05918712857723977,Management Occupations,1.0,62.98,131000.0,50.84,105745.0,56490.0,400.0,50.07,104140.0,68.0952,141630.40000000002,42.09,87540.0,57.24240000000001,119054.40000000001,60380.0,330.0,0.03663723970145935,0.019125212767992044,0.043786412230724076,0.017522340984755566,0.8348491062271063,3.8789047619047623,84.09519047619048,True,2.1224657692307694,4.35,88.45,False
"Develop computer information resources, providing for data security and control, strategic computing, and disaster recovery.",develop computer information resources providing for data security and control strategic computing and disaster recovery,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0017765116095033104,0.002300559768019844,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,0.46376615384615383,3.94,81.61,False,0.9092892307692307,3.98,93.04,False
"Consult with users, management, vendors, and technicians to assess computing needs and system requirements.",consult with users management vendors and technicians to assess computing needs and system requirements,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0406982659631681,0.05270373286736543,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,0.5288196153846154,3.85,85.98,False,0.9460834615384616,3.97,100.0,False
"Evaluate the organization's technology use and needs and recommend improvements, such as hardware and software upgrades.",evaluate the organizations technology use and needs and recommend improvements such as hardware and software upgrades,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.009851564379973176,0.012757649622655852,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,0.5293823076923077,3.7,97.24,False,0.6596238461538462,3.64,97.47,False
Prepare and review operational reports or project progress reports.,prepare and review operational reports or project progress reports,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0016150105540939257,0.0020914179709271403,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,0.6591584615384616,3.63,95.71,False,0.39227307692307695,3.59,91.76,False
Review project plans to plan and coordinate project activity.,review project plans to plan and coordinate project activity,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0022610147757315432,0.002927985159298057,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,0.5610784615384615,4.08,99.97,False,0.8341438461538462,4.36,99.81,False
Provide users with technical support for computer problems.,provide users with technical support for computer problems,11-3021.00,Computer and Information Systems Managers,computer and information systems managers,Core,120.0,Incumbent,1.0,0.0016150105540939257,0.0020914179709271403,Management Occupations,1.0,82.31,171200.0,78.08,162400.0,645970.0,8090.0,63.27,131600.0,86.0472,178976.0,56.31,117120.0,76.58160000000001,159283.2,341250.0,3090.0,0.4189512786325314,0.3868074282326391,0.24746792271836027,0.164072829220893,2.30213,3.99,91.34,False,3.383753846153846,3.79,98.33,False
"Prepare or direct preparation of financial statements, business activity reports, financial position forecasts, annual budgets, or reports required by regulatory agencies.",prepare or direct preparation of financial statements business activity reports financial position forecasts annual budgets or reports required by regulatory agencies,11-3031.01,Treasurers and Controllers,treasurers and controllers,Core,29.0,Occupational Expert,1.0,0.0022610147757315432,0.002927985159298057,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,77057.0,2448.0,56.73,117990.0,77.1528,160466.40000000002,46.96,97680.0,63.86560000000001,132844.80000000002,149983.0,1228.0,0.04997620427819709,0.11704630214011132,0.10876478081485078,0.06520434766448434,0.13968115384615387,4.14,88.0,False,0.39574846153846155,4.34,100.0,False
"Advise management on short-term and long-term financial objectives, policies, and actions.",advise management on shortterm and longterm financial objectives policies and actions,11-3031.01,Treasurers and Controllers,treasurers and controllers,Core,30.0,Occupational Expert,1.0,0.0022610147757315432,0.002927985159298057,Management Occupations,1.0,77.74,161700.0,66.23,137760.0,77057.0,2448.0,56.73,117990.0,77.1528,160466.40000000002,46.96,97680.0,63.86560000000001,132844.80000000002,149983.0,1228.0,0.04997620427819709,0.11704630214011132,0.10876478081485078,0.06520434766448434,0.20492307692307693,4.0,100.0,False,0.27461653846153844,4.14,96.67,False
